name,pop,VC,PC,state
Whitefish,7801,1.56667,21.0667,MT
Columbia Falls,5456,1.4,21.3667,MT
Dillon,4281,3.1,6.56667,MT
Miles City,8496,1.66667,18.6,MT
Bozeman,48101,2.76667,23.6667,MT
Laurel,6800,1.93333,22.4333,MT
Belgrade,8724,2.7,22.2667,MT
Glasgow,3325,3.33333,11.6667,MT
Lewistown,5899,4.6,13.1,MT
Kalispell,23700,3,28.5,MT
Sidney,6490,6.5,13.7,MT
Havre,9821,4,32.2,MT
Hamilton,4794,4.4,35.5,MT
Livingston,7608,6,27.9,MT
Missoula,74300,4.5,47.4,MT
Billings,110397,5.4,47.8,MT
Polson,4928,8.1,35.7,MT
Cut Bank,3013,8.3,38.2,MT
Helena,31898,6.1,53.1,MT
Beulah,2366,0,1.05,ND
Lincoln,3288,1,5.63333,ND
Stanley,3956,0.533333,2.9,ND
Harvey,2883,0.533333,2,ND
Rugby,1715,2.26667,10.7,ND
New Town,2679,1.06667,16.2333,ND
Lisbon,2626,0.766667,7.33333,ND
West Fargo,2063,1.4,18,ND
Wahpeton,37385,1.7,13.8,ND
NA,7836,1.46667,24.7,ND
Grafton,4216,1.9,23.2,ND
Dickinson,22878,2.4,21.9,ND
Minot,48829,2.7,20.7,ND
Valley City,6423,2.5,22.7,ND
Jamestown,15378,2.6,22.2,ND
Grand Forks,57662,2.6,24.5,ND
Watford City,7931,4.5,15.4,ND
Bismarck,74644,3,27.2,ND
Devils Lake,7314,2.3,38.6,ND
Mandan,22743,3.6,30.3,ND
Fargo,124906,4.2,31.5,ND
Williston,27390,5.2,28.3,ND
Seward,7209,0.25,8.85,NE
Schuyler,6210,0.633333,2.03333,NE
Lexington,9996,1.65,17.25,NE
La Vista,17177,1.05,15.1,NE
Blair,8103,1.15,14.3,NE
Columbus,23257,1.1,18.6,NE
Alliance,8122,1.85,13.9,NE
Gering,8291,0.566667,4.53333,NE
Norfolk,24458,1.43333,20.0667,NE
Ralston,7535,2.4,26.7,NE
Chadron,5621,1.6,16.7,NE
Papillion,19588,2,18.7,NE
Plattsmouth,6444,2.2,17.5,NE
Bellevue,53683,2.1,18.3,NE
Fremont,26465,2.2,20.2,NE
York,7875,0.8,30.5,NE
McCook,7518,2.8,17.2,NE
Sidney,6602,2.4,20.1,NE
Kearney,34261,2.5,23.4,NE
Beatrice,12244,2.7,23.9,NE
South Sioux City,12845,1.9,30.3,NE
Hastings,24963,2,33.2,NE
Crete,7185,5,16.3,NE
Lincoln,288589,3.6,28.8,NE
Scottsbluff,16029,3.4,30.3,NE
Nebraska City,7316,4,30.2,NE
Grand Island,51768,4.7,29.1,NE
North Platte,23774,4.1,42.3,NE
Omaha,469351,5.6,34.8,NE
Danville,4595,0.533333,4.53333,NH
Sandown,6501,0.233333,3.16667,NH
Atkinson,6970,0.266667,3.73333,NH
Hollis,7851,0.533333,5.03333,NH
Windham,14811,0.333333,4.4,NH
New Boston,5706,0.633333,3.46667,NH
Weare,8990,1,5.83333,NH
Hopkinton,5680,0.0666667,6.1,NH
Durham,16813,0.766667,4.2,NH
Hampstead,8696,0.633333,6.33333,NH
Bow,7860,0.433333,4.43333,NH
Newton,4995,0.8,4.5,NH
Merrimack,25683,0.133333,6.8,NH
Barrington,9122,0.766667,5.7,NH
Nottingham,5130,0.6,4.16667,NH
Kingston,6308,0.766667,3,NH
Brentwood,4740,0.4,5.23333,NH
Auburn,5564,0.5,7.5,NH
Brookline,5351,0.7,2.8,NH
Stratham,7484,0.633333,5.33333,NH
Milford,15497,0.5,6.1,NH
Enfield,4536,0.9,4.4,NH
Epsom,4707,0.8,5.1,NH
Loudon,5523,0.5,6.9,NH
Rye,5501,0.9,5.1,NH
Raymond,10485,1,5.2,NH
Litchfield,8535,0.7,6.6,NH
Deerfield,4536,0.7,7.3,NH
Chester,5201,1,5.8,NH
Bedford,22640,0.5,8.4,NH
Henniker,4948,1.2,5.1,NH
Pelham,13795,0.9,7,NH
Hanover,11519,0.7,8.3,NH
Exeter,15305,1,7.4,NH
New Ipswich,5302,1.3,5.8,NH
Fremont,4821,1.2,6.8,NH
Newmarket,9160,1.6,5.2,NH
Amherst,11232,0.5,11.3,NH
Goffstown,17978,1.3,7.5,NH
Rindge,6235,0.8,10.7,NH
Hudson,25232,1,9.7,NH
Londonderry,26627,1.5,7.3,NH
North Hampton,4510,0.9,10.4,NH
Peterborough,6536,0.8,11.8,NH
Derry,33724,1.3,9.3,NH
Dover,31600,1.1,11.2,NH
Milton,4636,1.1,11.4,NH
Berlin,10263,1.6,10,NH
Wakefield,5708,1.8,9.3,NH
Alton,5353,1.7,9.7,NH
Wolfeboro,6286,2.4,6.8,NH
Nashua,88596,1.4,12.9,NH
Farmington,6902,1,15.5,NH
Hooksett,14283,1.3,14.5,NH
Hampton,15679,2.2,10.1,NH
Salem,29297,1,16.2,NH
Franklin,8621,2.3,9.6,NH
Gilford,7216,1.1,16.5,NH
Northfield,4864,2.5,9.9,NH
Charlestown,4988,3.4,5,NH
Jaffrey,5232,3.1,7.1,NH
Epping,7114,2.1,12.9,NH
Portsmouth,22038,1.6,15.5,NH
Plymouth,6722,1.8,15.3,NH
Pembroke,7157,2.9,9.5,NH
Newport,6347,1.9,15.8,NH
Lebanon,13578,1.6,17.4,NH
Meredith,6446,2.3,13.7,NH
Seabrook,8941,1.8,17.3,NH
Plaistow,7773,0.9,22.9,NH
Belmont,7329,1.6,20.2,NH
Hillsborough,5936,3,13,NH
Conway,10153,1.8,20.1,NH
Littleton,5872,1.2,23.8,NH
Barnstead,4674,4.3,9.6,NH
Concord,43071,2.4,19.7,NH
Keene,22870,2,24.5,NH
Haverhill,4557,3.1,19.5,NH
Somersworth,11920,2.5,26.8,NH
Claremont,12930,4.5,19.1,NH
Laconia,16658,2.4,33.3,NH
Rochester,30947,3.8,29.1,NH
Manchester,111422,5.9,25.8,NH
Kinnelon,10157,0.0666667,2.16667,NJ
Bergenfield,10080,0.333333,3.4,NJ
Mount Olive Township,27684,0.133333,3.33333,NJ
Tenafly,28994,0.266667,4.53333,NJ
Chatham Township,14742,0.233333,3.8,NJ
Bernards Township,10288,0.1,3.63333,NJ
Dumont,26813,0.0333333,3.66667,NJ
Sparta Township,17825,0.233333,4.3,NJ
Washington Township,18694,0.3,3.5,NJ
Warren Township,18484,0.08,0.54,NJ
"Monroe Township, Middlesex County",15951,0.166667,3.1,NJ
New Milford,45597,0.0333333,1.16667,NJ
Woolwich Township,16701,0.166667,3.3,NJ
Mahwah Township,12636,0.166667,4.36667,NJ
Hopatcong,26501,0.2,4.93333,NJ
Clinton Township,14183,0.566667,5.06667,NJ
Glen Rock,12824,0.1,4.23333,NJ
Robbinsville Township,11937,0.1,6,NJ
Hasbrouck Heights,14710,0.233333,4.7,NJ
Jefferson Township,12163,0.3,5.03333,NJ
Hillsdale,21071,0.4,4,NJ
Vernon Township,10484,0.2,3.5,NJ
Raritan Township,22057,0.233333,7.43333,NJ
Montgomery Township,22092,0.166667,4.53333,NJ
New Providence,23515,0.266667,4.13333,NJ
Oakland,13283,0.0333333,4.63333,NJ
Ringwood,13102,0.566667,5.03333,NJ
Berkeley Heights Township,12303,0.3,3.9,NJ
Waldwick,13646,0.233333,0.2,NJ
Randolph Township,10019,0.166667,5.43333,NJ
Madison,25552,0.2,5.6,NJ
Hopewell Township,15832,0.333333,4.8,NJ
Readington Township,18000,0.233333,4.96667,NJ
Franklin Lakes,15941,0.233333,4.96667,NJ
River Edge,11191,0.2,5.33333,NJ
Harrison Township,11611,0.4,6.23333,NJ
Roxbury Township,12915,0.166667,5.33333,NJ
Denville Township,23010,0.133333,6.7,NJ
Wyckoff Township,16737,0.366667,8.23333,NJ
Lincoln Park,17161,0.266667,5.13333,NJ
Morris Township,10308,0.266667,5.7,NJ
Plainsboro Township,22183,0.366667,6.66667,NJ
Branchburg Township,23243,0.333333,5.23333,NJ
Manalapan Township,14577,0.433333,5.43333,NJ
Florham Park,40150,0.466667,4.63333,NJ
Manchester Township,11602,0.4,5.86667,NJ
Middletown Township,42939,0.4,7,NJ
Ridgewood,65469,0.233333,5.2,NJ
Verona,25429,0.166667,6.7,NJ
NA,13437,NA,6.96667,NJ
NA,NA,NA,6.1,NJ
Pequannock Township,15177,0.2,6.1,NJ
Ridgefield,11329,0.3,6,NJ
Cranford Township,24353,0.3,6,NJ
West Caldwell Township,10912,0.2,6.2,NJ
Barnegat Township,22777,0.6,5.3,NJ
West Milford Township,26560,0.4,5.9,NJ
Hillsborough Township,39796,0.4,6,NJ
Colts Neck Township,9944,0.8,5.1,NJ
South Brunswick Township,46340,0.5,6,NJ
Summit,22125,0.3,6.5,NJ
Ramsey,15126,0.1,7,NJ
East Greenwich Township,10504,0.4,6.5,NJ
Cliffside Park,25001,0.6,6,NJ
Jackson Township,56706,0.5,6.3,NJ
Westwood,11219,1,5.1,NJ
Westfield,30011,0.1,7.2,NJ
Cedar Grove Township,12566,0.3,6.8,NJ
Waterford Township,10641,0.7,6,NJ
East Windsor Township,27401,0.7,6.2,NJ
Princeton,31856,0.3,7,NJ
Maywood,9763,0.4,7,NJ
Scotch Plains Township,24423,0.4,7,NJ
Stafford Township,27141,0.6,6.7,NJ
Point Pleasant,18474,0.8,6.2,NJ
Bridgewater Township,45050,0.4,7.3,NJ
Wanaque,11960,0.9,5.9,NJ
Palisades Park,20888,0.8,6.2,NJ
Marlboro Township,40338,0.6,6.7,NJ
Parsippany-Troy Hills Township,52447,0.6,6.9,NJ
Holmdel Township,16621,0.2,7.8,NJ
Howell Township,52672,0.7,6.7,NJ
Old Bridge Township,66321,0.4,7.4,NJ
Roselle Park,13698,0.4,7.6,NJ
Montville Township,21396,0.2,8.1,NJ
Fort Lee,37729,0.6,7.2,NJ
"Springfield Township, Union County",17762,0.2,8.1,NJ
Lyndhurst Township,22384,0.5,7.5,NJ
Sayreville,45062,1,6.7,NJ
Nutley Township,28596,0.9,6.9,NJ
Middlesex Borough,13704,0.8,7.3,NJ
Florence Township,12748,1,7,NJ
Hawthorne,18874,0.1,9.4,NJ
Piscataway Township,57342,0.9,7.4,NJ
Metuchen,14262,0.4,9,NJ
East Hanover Township,11084,0.2,9.6,NJ
Ridgefield Park,13028,1,7.6,NJ
North Arlington,15868,0.3,9.3,NJ
Haddonfield,11253,0.5,8.9,NJ
Little Ferry,10895,0.6,8.6,NJ
Aberdeen Township,18378,0.6,8.9,NJ
South River,16159,1.2,7.5,NJ
Fair Lawn,33413,0.6,9.1,NJ
Lacey Township,28654,0.6,9,NJ
Berkeley Township,41331,0.6,9.1,NJ
Wall Township,25955,0.2,10.1,NJ
Little Falls Township,14306,1.1,7.9,NJ
Lakewood Township,102915,1.3,7.6,NJ
North Bergen Township,63166,1.6,6.9,NJ
Bordentown Township,12323,1.1,8,NJ
Tinton Falls,17754,0.3,10.3,NJ
Rahway,30113,1.1,8.1,NJ
Livingston Township,29820,0.8,9.3,NJ
Wallington,11676,0.4,10.3,NJ
Rutherford,18617,1,8.8,NJ
Pompton Lakes,11062,1.4,8,NJ
West Windsor Township,28277,0.4,10.5,NJ
Lower Township,21617,1.6,7.5,NJ
Hanover Township,14583,0.3,11,NJ
Delran Township,16579,0.5,10.6,NJ
"Franklin Township, Somerset County",66624,0.7,10.1,NJ
Little Egg Harbor Township,21087,0.2,11.4,NJ
Hammonton,14311,0.6,10.4,NJ
Rockaway Township,25328,0.2,11.6,NJ
Medford Township,23558,2,7.5,NJ
Teaneck Township,40939,1.1,10.2,NJ
Beachwood,11146,0.5,11.7,NJ
Evesham Township,45354,0.7,11.2,NJ
Lodi,24720,1.1,10.3,NJ
Highland Park,13989,0.6,11.9,NJ
Hazlet Township,19970,1.2,10.4,NJ
Woodland Park,12799,0.8,11.6,NJ
Edgewater,12318,1.1,11.1,NJ
Moorestown Township,20510,0.6,12.2,NJ
Saddle Brook Township,14037,0.1,13.7,NJ
Somerville,12326,1.3,10.6,NJ
Dover,17982,1.4,10.4,NJ
Mantua Township,14772,0.5,12.9,NJ
Bound Brook,10360,1.3,11,NJ
Freehold Borough,11873,1.3,10.9,NJ
Brick Township,74712,0.9,12.1,NJ
Edison Township,101309,1.2,11.3,NJ
Guttenberg,11602,2.4,8.5,NJ
Morristown,18860,1.6,10.7,NJ
East Brunswick Township,48342,0.7,13.1,NJ
Clark Township,16079,0.2,14.1,NJ
Bloomfield,50777,1,12.7,NJ
Montclair,38893,1,12.9,NJ
"Washington Township, Gloucester County",47024,1.4,11.8,NJ
Bellmawr,11312,0.7,14,NJ
Toms River Township,92191,0.6,14.3,NJ
Burlington Township,22857,1.5,12,NJ
Bayonne,66824,1.7,11.6,NJ
Freehold Township,34896,1.2,12.9,NJ
"Monroe Township, Gloucester County",36498,1.3,12.7,NJ
"Franklin Township, Gloucester County",16225,0.6,14.5,NJ
Galloway Township,36467,2,10.9,NJ
Fairview,14428,2.4,10,NJ
West Deptford Township,20889,0.9,13.9,NJ
Voorhees Township,29071,1.4,12.9,NJ
West New York,54095,2.6,10.5,NJ
Carteret,23921,1.9,12.3,NJ
Englewood,28988,2.9,9.7,NJ
Winslow Township,38382,1.7,13.3,NJ
West Orange,48071,1.9,12.8,NJ
Red Bank,12128,1.7,13.4,NJ
Weehawken Township,15567,1.5,14.3,NJ
Gloucester Township,63198,1.2,15,NJ
Roselle,21787,2.1,12.9,NJ
Union Township,58861,0.8,16.2,NJ
Woodbridge Township,100884,1.1,15.4,NJ
Maplewood Township,24635,0.9,16,NJ
Kearny,42339,0.9,16,NJ
East Rutherford,9941,1.4,14.9,NJ
Clifton,85732,1.1,15.8,NJ
South Plainfield,24238,0.9,16.4,NJ
Mount Laurel Township,41629,1.2,16,NJ
Millburn Township,20250,0.4,18.2,NJ
Cinnaminson Township,16630,0.8,17.2,NJ
North Brunswick Township,42205,1.3,16.2,NJ
Lumberton Township,12253,0.8,17.3,NJ
North Plainfield,21834,1.8,15.5,NJ
Pennsville Township,12378,0.5,19.1,NJ
Haddon Township,14500,1.3,17,NJ
"Lawrence Township, Mercer County",32644,0.9,18.3,NJ
South Orange Village,16880,1.3,17.4,NJ
Belleville,36075,1.7,16.3,NJ
Hackensack,44926,2.6,14.4,NJ
Elmwood Park,20277,1.6,16.9,NJ
Hoboken,55096,2.2,15.6,NJ
Wayne Township,54340,1.2,18.1,NJ
Glassboro,19938,1.9,16.4,NJ
Maple Shade Township,18772,2,16.2,NJ
Pine Hill,10431,2.4,15.5,NJ
Perth Amboy,52347,3.2,13.8,NJ
"Hamilton Township, Mercer County",87889,1.3,19.3,NJ
Totowa,10666,1.1,20.5,NJ
"Ocean Township, Monmouth County",26947,0.7,21.7,NJ
Willingboro Township,32124,3.5,14.8,NJ
Ewing Township,36142,1.9,19,NJ
Union City,69950,3.3,15.4,NJ
Garfield,32203,2.5,18.2,NJ
Egg Harbor Township,43276,1.4,20.8,NJ
Keansburg,9766,3.4,16.4,NJ
Manville,10308,1.7,20.8,NJ
Collingswood,13843,2.2,20.2,NJ
Plainfield,50820,3.8,16.1,NJ
Pleasantville,20799,4.4,14.7,NJ
Harrison,18058,2.3,20.7,NJ
Ocean City,11138,0.4,25.4,NJ
Somers Point,10436,1.3,23.6,NJ
East Orange,64625,5.2,14,NJ
Phillipsburg,14395,3.1,20.5,NJ
Pemberton Township,27212,3.3,20.1,NJ
Middle Township,18358,2.8,21.5,NJ
Eatontown,12364,2.4,22.4,NJ
Hillside Township,22078,1.9,24.5,NJ
Jersey City,270175,4.6,17.7,NJ
Secaucus,20482,1.5,25.7,NJ
Ventnor City,10182,1.7,25.4,NJ
Long Branch,30750,4,20.8,NJ
Burlington City,9817,3.8,21.5,NJ
Gloucester City,11167,3,24.1,NJ
Cherry Hill Township,70578,1.3,28.7,NJ
Pennsauken Township,35420,2.9,25.7,NJ
Passaic,70435,5.8,18.4,NJ
Linden,42806,2.9,26.3,NJ
New Brunswick,56577,5.5,21.4,NJ
"Hamilton Township, Atlantic County",26380,2.2,32.5,NJ
Newark,282258,7.3,20.1,NJ
Irvington,54220,6.5,23.6,NJ
Neptune Township,27825,3.8,30.6,NJ
Paramus,26744,0.9,39.9,NJ
Deptford Township,30137,1.6,38.3,NJ
Lindenwold,17204,6.5,26.4,NJ
Paterson,146893,7.3,24.3,NJ
Orange City,30449,7.4,25.4,NJ
Vineland,60330,4.3,33.5,NJ
Elizabeth,129080,6.9,31,NJ
Atlantic City,38271,7.2,30.9,NJ
Bridgeton,24386,8.3,29.5,NJ
Millville,27837,4.6,43.7,NJ
Trenton,83753,11.6,29.5,NJ
Asbury Park,15717,11.1,41.5,NJ
Camden County Police Department,73140,16.4,30.3,NJ
Los Alamos,8577,0.566667,8.3,NM
Anthony,18883,1.3,6.26667,NM
Grants,9313,1.675,3.25,NM
Rio Rancho,8982,3.5,19.3667,NM
Lovington,97394,2,20.1333,NM
Bosque Farms,11175,1.4,25.45,NM
Raton,3789,5.6,15.9333,NM
Edgewood,5960,1.86667,32.5333,NM
Aztec,3911,2.3,25.5,NM
Truth or Consequences,6538,5.66667,28.4,NM
Ruidoso,5875,4.06667,28.8667,NM
Alamogordo,7718,3.3,28.4667,NM
Portales,31332,3.46667,32.2667,NM
Carlsbad,11768,3.93333,34.2333,NM
Las Cruces,29158,4.8,36.4333,NM
Santa Fe,102203,3.25,41.15,NM
Las Vegas,84176,3.73333,38.7,NM
Hobbs,13084,8.26667,30.6333,NM
Bernalillo,38320,6.23333,44.0667,NM
NA,9841,9.73333,39.2,NM
Bloomfield,7922,16,13.8,NM
Roswell,47678,8.3,42.1,NM
Socorro,8363,7.1,49.6,NM
Farmington,45364,13.1,39,NM
Los Lunas,15568,12.1,43.7,NM
Deming,14094,10,52.1,NM
Taos,5662,5.1,77.2,NM
Albuquerque,560235,13.6,61.8,NM
Gallup,21980,15.4,68.9,NM
Belen,7061,22.8,51.3,NM
Boulder City,16112,5,9.1,NV
Carlin,2319,15.1,9.5,NV
Elko,20764,4.6,21.3,NV
Henderson,309586,1.9,19.6,NV
Las Vegas Metropolitan Police Department,1644390,6.1,28.4,NV
Lovelock,1775,6.2,22,NV
Mesquite,19055,1.7,15.6,NV
North Las Vegas,246951,9.7,21.1,NV
Reno,252341,6.5,24,NV
Sparks,102354,5,23.8,NV
West Wendover,4290,9.79,17.9,NV
Winnemucca,7832,1.2,23.1,NV
Lewisboro,12823,0,0.1,NY
Sleepy Hollow Village,10267,0.3,0.85,NY
Kirkland,8355,0.0666667,2.03333,NY
Highlands Town,8328,0.133333,0.9,NY
Briarcliff Manor,8044,0.0666667,2.46667,NY
Stillwater,7302,0.133333,3.3,NY
Malverne,8626,0.233333,2.63333,NY
Plattekill,10235,0.733333,4.33333,NY
New Castle,18197,0.1,3,NY
Bedford,18034,0.3,2.7,NY
Northport,7362,0.433333,5.6,NY
Harrison Town,28741,0,4,NY
Chester,8053,0.633333,1.63333,NY
Irvington,6631,0.366667,2.73333,NY
Whitestown,9175,0.1,3.1,NY
Tuckahoe,6677,0.233333,4.86667,NY
Kent,13326,0.133333,4.2,NY
Eden,7667,0.233333,4.93333,NY
Stony Point,15667,0.4,4.43333,NY
Glen Cove,27574,0.1,2.375,NY
Rye Brook Village,9622,0,4.8,NY
Floral Park Village,16131,0.5,2.9,NY
Rye,16050,0.4,3.5,NY
Eastchester Town,20452,0.2,4.4,NY
Goshen Town,8703,0.2,4.8,NY
East Fishkill Town,29623,0.3,4.6,NY
Carmel Town,34382,0.5,3.8,NY
Long Beach,33801,0.9,2.4,NY
East Aurora-Aurora Town,13900,0.1,5.7,NY
Tarrytown Village,11617,0.6,3.5,NY
Mamaroneck Town,12336,0,6.1,NY
Hyde Park Town,21046,0.4,4.3,NY
Pleasantville Village,7352,0.3,5.2,NY
Canton Village,6510,0.5,4.5,NY
North Castle Town,12454,0.5,4.4,NY
Yorktown Town,37101,0.4,5,NY
Marlborough Town,8663,0.6,4.3,NY
Montgomery Town,9122,0.9,3.3,NY
Scarsdale Village,18214,0.1,6.8,NY
Baldwinsville Village,7976,0.3,6.4,NY
Cairo Town,6404,0.5,5.6,NY
Lynbrook Village,19745,0.6,5.3,NY
Schodack Town,11747,0.9,4.1,NY
Warwick Town,18450,0.5,6.5,NY
Ramapo Town,95068,0.8,5.7,NY
Cicero Town,28992,0.4,7.5,NY
Port Chester Village,29814,0.7,6.2,NY
Mamaroneck Village,19496,0.7,6.5,NY
Fishkill Town,21529,0.5,7.5,NY
Dobbs Ferry Village,11182,0.3,8.3,NY
Blooming Grove Town,11888,0.7,6.8,NY
Ossining Village,25452,0.6,7.4,NY
Mount Pleasant Town,26506,0.5,7.8,NY
Rockville Centre Village,24960,0.8,7.2,NY
Hastings-on-Hudson Village,8030,0.2,9.6,NY
Lloyd Town,10510,0.9,7.1,NY
Port Washington,19555,0.3,9.6,NY
East Hampton Town,19992,0.6,8.8,NY
Ogden Town,20288,0.4,9.6,NY
Webster Town and Village,45023,0.8,8,NY
Deerpark Town,7759,0.8,8.1,NY
Macedon Town and Village,8960,0.3,10.3,NY
Hudson Falls Village,7071,1.4,6.1,NY
Monroe Village,8665,0.5,10.2,NY
Pelham Village,7036,0.9,8.5,NY
Crawford Town,9217,0.8,9.1,NY
Geneseo Village,8184,0.5,10.5,NY
Potsdam Village,9723,0.5,10.7,NY
Lancaster Town,37776,0.6,10.7,NY
Lewiston Town and Village,15922,0.8,9.7,NY
New Rochelle,80340,1.2,8.3,NY
Hamburg Village,9735,0.8,10,NY
Coeymans Town,7416,0.9,9.6,NY
Camillus Town and Village,24462,0.6,11.2,NY
Manlius Town,24417,0.7,10.6,NY
Amityville Village,9526,0.8,10.4,NY
Walden Village,6727,1.2,9.1,NY
Fallsburg Town,12207,1.2,8.9,NY
Southold Town,20092,0.8,10.8,NY
Rensselaer City,9249,1.2,9.4,NY
Southampton Town,51231,1,10.2,NY
Horseheads Village,6464,0,14.7,NY
Orchard Park Town,29760,0.9,11.1,NY
Hornell,8161,0.5,13.7,NY
North Greenbush Town,12216,0.7,12.8,NY
Kenmore Village,15178,0.9,12.2,NY
New Paltz Town and Village,14075,1.4,10.3,NY
Freeport Village,43597,1.6,9.7,NY
Evans Town,16220,1.4,10.9,NY
Brockport Village,8290,1.7,10,NY
Bethlehem Town,35704,0.8,13.9,NY
Glenville Town,21670,0.9,13.5,NY
Amsterdam,17737,1.4,11.3,NY
Glens Falls,14403,1.7,10.4,NY
Garden City Village,22749,0.4,15.7,NY
New Windsor Town,28137,1.4,11.7,NY
Peekskill,24365,2.1,9.2,NY
Fredonia Village,10475,0.7,15.2,NY
Clarkstown Town,81994,0.9,14.7,NY
Scotia Village,7700,1.3,13.9,NY
West Seneca Town,45721,1.4,13.7,NY
North Tonawanda,30325,1.5,13.2,NY
Amherst Town,121343,1.2,14.6,NY
Depew Village,15159,0.8,16.5,NY
Tonawanda Town,57256,1.6,13.3,NY
Brighton Town,36470,0.9,16.8,NY
Beacon,14241,1.8,13.3,NY
Vestal Town,28223,0.6,18.5,NY
East Rochester Village,6580,1.7,14.6,NY
Niskayuna Town,22486,1,17.3,NY
Ulster Town,12600,1,18.4,NY
Hamburg Town,46490,0.9,19.1,NY
Cohoes,16979,2.7,11.5,NY
Dunkirk,11755,2,14.5,NY
Rome,32298,1.5,16.7,NY
Cortland,18631,1.5,17,NY
Yonkers,202827,3.5,8.7,NY
Plattsburgh City,19651,1.8,15.9,NY
Guilderland Town,34260,0.8,20.1,NY
Oneonta City,14073,2.3,13.6,NY
Geddes Town,10177,0.7,21.1,NY
Riverhead Town,33812,1.5,17.8,NY
Tonawanda,14868,1.8,16.5,NY
Johnstown,8265,1.6,18.1,NY
Wallkill Town,29123,1.6,18.6,NY
Saratoga Springs,28237,2.2,16.6,NY
Irondequoit Town,50212,1.8,18.4,NY
Seneca Falls Town,8670,0.8,23.1,NY
Geneva,12841,2.4,17.2,NY
Colonie Town,79842,1,23.2,NY
Spring Valley Village,32909,3.6,12.2,NY
Solvay Village,6307,2.5,17.1,NY
East Greenbush Town,16331,0.7,24.7,NY
Canandaigua,10252,2.3,18.9,NY
DeWitt Town,25268,1.3,23.1,NY
Greece Town,96650,2,21.1,NY
Port Jervis,8599,2.8,19.1,NY
Ilion Village,7736,2.7,21.1,NY
Kingston,23077,3,20.7,NY
Lackawanna,17904,3.9,17.6,NY
Hempstead Village,56059,5.7,10.5,NY
Middletown,27885,3.9,18.3,NY
Oswego City,17370,2.1,26.2,NY
New Hartford Town and Village,20232,0.2,34.2,NY
Mount Vernon,68889,5.1,14.2,NY
Rotterdam Town,29882,1.2,30.4,NY
Ithaca,31145,2.3,26.2,NY
Newburgh Town,31200,1.1,31.3,NY
Elmira,27556,2.5,25.5,NY
Gates Town,28717,2,28.7,NY
Watervliet,10115,3.6,22.2,NY
New York,8523171,5.4,15,NY
Cheektowaga Town,77648,2.4,27.8,NY
Fulton City,11244,0.7,35.2,NY
Woodbury Town,11114,0.6,37.4,NY
Niagara Town,8014,2.1,31.4,NY
Newark Village,8864,3.3,28,NY
Olean,13615,3.2,29.6,NY
Corning,10643,4.9,22.9,NY
Batavia,14565,4.3,25.4,NY
Monticello Village,6414,5.5,22,NY
Norwich,6656,4.7,25.5,NY
Poughkeepsie,30580,7.1,16.2,NY
Gloversville,14860,5.6,24.4,NY
Auburn,26570,5.2,27,NY
Lakewood-Busti,7260,0.1,48.9,NY
Ogdensburg,10629,3,37.2,NY
Troy,49491,5.7,28.5,NY
Endicott Village,12754,5.5,31.1,NY
Oneida,10940,4.8,34.5,NY
Utica,60413,6.3,31.7,NY
Johnson City Village,14418,4.4,41.3,NY
Jamestown,29384,7.7,27.8,NY
Syracuse,143129,7,30.9,NY
Watertown,25525,6.9,35.4,NY
Rochester,207701,7.8,33.9,NY
Albany,98322,8.4,32,NY
Schenectady,65550,9.5,32.1,NY
Newburgh,28282,11.6,23.2,NY
Binghamton,44876,7.3,42.2,NY
Niagara Falls,48225,8.7,40.7,NY
Buffalo,258219,10.4,38.2,NY
Broadview Heights,19236,0.05,0.5,OH
Sagamore Hills,10956,0,1.475,OH
Olmsted Township,13425,0.1,3.06667,OH
Poland Township,11888,0.233333,4.16667,OH
Rocky River,20253,0.2,3.6,OH
North Ridgeville,34025,0.4,4.3,OH
Clearcreek Township,15765,0.433333,4.6,OH
Brunswick Hills Township,10418,0.366667,3.5,OH
Montville Township,11831,0.133333,4.4,OH
Seven Hills,11662,0.3,4.76667,OH
Hudson,22242,0.233333,4.96667,OH
"Hamilton Township, Warren County",23330,0.166667,1.3,OH
Springboro,18789,0.433333,5.83333,OH
North Royalton,30324,0.166667,1.33333,OH
Brecksville,13652,0.366667,3.7,OH
Mayfield Heights,18648,0.25,4.025,OH
Brunswick,34954,0.633333,5.63333,OH
New Albany,11192,0.366667,10.7333,OH
Mason,33583,0.266667,9.53333,OH
Berea,18838,0.5,7.73333,OH
Twinsburg,18983,0.6,5.7,OH
Loveland,12876,0.4,7.9,OH
New Franklin,14157,0.3,8.5,OH
Powell,13455,0.4,8.1,OH
Hilliard,37184,0.9,6.5,OH
Solon,22948,0.4,9.2,OH
Dublin,48570,0.6,8.5,OH
Dover,12752,0.9,7.6,OH
Clayton,13209,0.4,10.2,OH
Montgomery,10807,0.6,9,OH
Aurora,16047,0.6,9.2,OH
Upper Arlington,35572,0.3,11,OH
American Township,12094,0.2,11.9,OH
"Madison Township, Franklin County",19241,1,7.7,OH
"Goshen Township, Clermont County",16177,0.7,9.5,OH
Perrysburg,21585,0.4,11.1,OH
Perrysburg Township,12935,0.6,10.3,OH
Fairview Park,16248,1,8.6,OH
Shawnee Township,12061,1,8.6,OH
Centerville,23757,0.3,12.3,OH
New Philadelphia,17445,0.4,12.2,OH
Harrison,11513,0.2,13.5,OH
Vermilion,10436,0.4,12.6,OH
